m/z,retention_time,p-value,t-score,custom_id
173.0913,558,0.361057493,0.94,AE_pos_173.0913_558
173.1104,466,0.166054675,1.45,AE_pos_173.1104_466
173.1534,189,0.495406489,0.7,AE_pos_173.1534_189
173.1534,555,0.982858283,0.02,AE_pos_173.1534_555
173.9152,513,0.771087281,-0.3,AE_pos_173.9152_513
173.9299,166,0.107298817,1.71,AE_pos_173.9299_166
173.981,26,0.217738739,-1.28,AE_pos_173.981_26
174.0131,162,0.399680381,0.87,AE_pos_174.0131_162
174.0331,194,0.033000288,2.33,AE_pos_174.0331_194
174.033,528,0.187751835,1.38,AE_pos_174.033_528
174.0539,286,0.264227811,1.16,AE_pos_174.0539_286
174.0574,179,7.76E-11,14.98,AE_pos_174.0574_179
174.0832,97,0.337580686,-0.99,AE_pos_174.0832_97
174.0855,424,0.584625695,0.56,AE_pos_174.0855_424
174.1269,159,0.239411974,-1.22,AE_pos_174.1269_159
174.9331,318,4.58E-05,-5.53,AE_pos_174.9331_318
175.0271,78,0.332194985,-1,AE_pos_175.0271_78
175.0582,66,0.000101129,-5.13,AE_pos_175.0582_66
175.0579,269,0.507836855,0.68,AE_pos_175.0579_269
175.0897,63,0.300918847,-1.07,AE_pos_175.0897_63
175.0893,464,0.85128914,0.19,AE_pos_175.0893_464
175.0955,370,0.965971811,-0.04,AE_pos_175.0955_370
175.1094,533,0.014008291,2.76,AE_pos_175.1094_533
175.1183,50,7.28E-05,-5.29,AE_pos_175.1183_50
175.148,254,0.036176327,2.29,AE_pos_175.148_254
175.4795,364,0.224968671,1.26,AE_pos_175.4795_364
175.9296,192,0.86045928,0.18,AE_pos_175.9296_192
175.9794,24,0.144577269,-1.53,AE_pos_175.9794_24
176.0544,300,1.56E-08,10.41,AE_pos_176.0544_300
176.0606,198,0.181863655,1.4,AE_pos_176.0606_198
176.0688,538,0.000169976,-4.87,AE_pos_176.0688_538
176.0692,71,0.000902491,4.06,AE_pos_176.0692_71
176.069,240,0.000344507,4.53,AE_pos_176.069_240
176.0925,90,0.265739624,-1.15,AE_pos_176.0925_90
176.1059,190,8.96E-05,-5.19,AE_pos_176.1059_190
176.1154,41,0.005611275,-3.2,AE_pos_176.1154_41
176.1216,39,8.83E-14,-23.32,AE_pos_176.1216_39
176.1264,178,0.381228021,0.9,AE_pos_176.1264_178
176.126,472,0.498207177,-0.69,AE_pos_176.126_472
176.1412,47,0.87387777,-0.16,AE_pos_176.1412_47
176.9359,47,0.413402574,0.84,AE_pos_176.9359_47
176.971,23,0.104753447,1.72,AE_pos_176.971_23
177.0321,93,3.79E-07,-8.24,AE_pos_177.0321_93
177.0472,279,0.230066382,-1.25,AE_pos_177.0472_279
177.0596,60,8.47E-05,-5.22,AE_pos_177.0596_60
177.0595,275,0.003952612,3.36,AE_pos_177.0595_275
177.0686,47,0.826932735,-0.22,AE_pos_177.0686_47
177.0723,538,0.000169492,-4.87,AE_pos_177.0723_538
177.1113,307,8.06E-14,-23.46,AE_pos_177.1113_307
177.1112,540,1.13E-06,-7.57,AE_pos_177.1112_540
177.1227,42,3.00E-11,-15.96,AE_pos_177.1227_42
177.163,520,0.105522326,-1.72,AE_pos_177.163_520
177.5217,164,0.585536425,-0.56,AE_pos_177.5217_164
177.9568,28,0.808389391,-0.25,AE_pos_177.9568_28
177.9568,525,0.00270064,-3.54,AE_pos_177.9568_525
177.9709,27,0.030692096,-2.37,AE_pos_177.9709_27
177.9843,505,0.584950071,0.56,AE_pos_177.9843_505
178.0172,90,0.109781045,1.69,AE_pos_178.0172_90
178.0134,342,0.578059535,-0.57,AE_pos_178.0134_342
178.035,58,0.629166409,-0.49,AE_pos_178.035_58
178.0582,47,0.029985129,2.38,AE_pos_178.0582_47
178.0853,64,0.916988885,-0.11,AE_pos_178.0853_64
178.1089,98,0.539329292,-0.63,AE_pos_178.1089_98
178.1329,184,0.322967691,-1.02,AE_pos_178.1329_184
178.1328,510,0.475878963,0.73,AE_pos_178.1328_510
178.9603,525,0.013999027,-2.76,AE_pos_178.9603_525
178.9739,29,0.320426159,-1.03,AE_pos_178.9739_29
178.9901,556,0.629412529,0.49,AE_pos_178.9901_556
179.0481,95,0.017974018,-2.64,AE_pos_179.0481_95
179.0627,105,0.211446241,-1.3,AE_pos_179.0627_105
179.0898,76,1.19E-06,-7.54,AE_pos_179.0898_76
179.1614,201,0.530296532,-0.64,AE_pos_179.1614_201
179.9313,306,0.943155032,0.07,AE_pos_179.9313_306
179.9678,30,0.072236454,-1.92,AE_pos_179.9678_30
180.0164,26,0.023077009,-2.51,AE_pos_180.0164_26
180.0645,233,0.000293635,-4.6,AE_pos_180.0645_233
180.0823,119,0.743503669,-0.33,AE_pos_180.0823_119
180.0806,546,0.772127719,0.29,AE_pos_180.0806_546
180.1011,66,6.76E-07,7.88,AE_pos_180.1011_66
180.1376,167,0.892140711,-0.14,AE_pos_180.1376_167
180.1375,499,0.218515006,-1.28,AE_pos_180.1375_499
180.9497,25,0.093978579,-1.78,AE_pos_180.9497_25
180.9663,467,0.490687487,0.71,AE_pos_180.9663_467
180.9681,31,0.018143286,-2.63,AE_pos_180.9681_31
180.9891,34,0.617034234,-0.51,AE_pos_180.9891_34
181.0137,298,0.148727433,1.52,AE_pos_181.0137_298
181.0712,502,0.165105022,-1.45,AE_pos_181.0712_502
181.1215,555,0.515642427,-0.66,AE_pos_181.1215_555
181.9022,499,0.388911049,-0.89,AE_pos_181.9022_499
181.9332,172,0.714358601,-0.37,AE_pos_181.9332_172
181.95,519,0.105683736,-1.71,AE_pos_181.95_519
181.9531,26,0.24664644,-1.2,AE_pos_181.9531_26
181.9666,83,0.092875132,-1.79,AE_pos_181.9666_83
181.9771,37,0.336673297,-0.99,AE_pos_181.9771_37
181.9784,511,0.324503779,-1.02,AE_pos_181.9784_511
181.9876,34,0.545963525,0.62,AE_pos_181.9876_34
182.014,38,0.950402106,0.06,AE_pos_182.014_38
182.0694,417,0.009200549,-2.96,AE_pos_182.0694_417
182.0805,56,0.702391877,0.39,AE_pos_182.0805_56
182.1169,95,0.065355637,1.98,AE_pos_182.1169_95
182.117,531,0.267160708,1.15,AE_pos_182.117_531
182.153,113,0.944399792,0.07,AE_pos_182.153_113
182.1894,188,0.987092889,-0.02,AE_pos_182.1894_188
182.5066,87,0.764845973,0.3,AE_pos_182.5066_87
182.5346,94,7.39E-11,-15.03,AE_pos_182.5346_94
182.9014,496,0.8130344,-0.24,AE_pos_182.9014_496
182.9466,25,0.713309682,-0.37,AE_pos_182.9466_25
183.1371,199,0.523762601,-0.65,AE_pos_183.1371_199
183.9454,75,0.149654869,1.51,AE_pos_183.9454_75
183.9612,27,0.434969553,-0.8,AE_pos_183.9612_27
183.9876,456,0.544885853,0.62,AE_pos_183.9876_456
183.9876,35,0.522035999,-0.65,AE_pos_183.9876_35
184.0784,54,0.66258414,0.44,AE_pos_184.0784_54
184.1016,84,0.279483259,1.12,AE_pos_184.1016_84
184.1036,517,0.763047468,0.31,AE_pos_184.1036_517
184.1114,49,0.768743672,-0.3,AE_pos_184.1114_49
184.1323,158,0.870066579,-0.17,AE_pos_184.1323_158
184.1322,506,0.395185967,-0.87,AE_pos_184.1322_506
184.1687,208,0.863148445,-0.18,AE_pos_184.1687_208
184.1687,528,0.372713236,-0.92,AE_pos_184.1687_528
184.2051,143,0.391421923,0.88,AE_pos_184.2051_143
184.2051,498,0.753664913,-0.32,AE_pos_184.2051_498
184.4846,429,0.409451256,0.85,AE_pos_184.4846_429
184.4846,86,0.113288745,-1.68,AE_pos_184.4846_86
184.9323,97,0.825450766,0.22,AE_pos_184.9323_97
184.9455,25,0.006849103,-3.1,AE_pos_184.9455_25
184.9599,498,0.24006679,-1.22,AE_pos_184.9599_498
184.9598,17,0.056843706,2.05,AE_pos_184.9598_17
184.9846,23,0.059220568,2.03,AE_pos_184.9846_23
185.023,41,0.072716743,1.92,AE_pos_185.023_41
185.0492,164,0.948942754,-0.07,AE_pos_185.0492_164
185.0799,63,0.200082378,1.34,AE_pos_185.0799_63
185.0807,256,0.510384621,0.67,AE_pos_185.0807_256
185.0806,513,0.967204746,0.04,AE_pos_185.0806_513
185.1061,81,0.938385353,0.08,AE_pos_185.1061_81
185.1141,67,0.070811365,-1.94,AE_pos_185.1141_67
185.54,162,2.39E-08,-10.1,AE_pos_185.54_162
185.9446,26,0.634462563,-0.48,AE_pos_185.9446_26
186.0165,192,0.114582002,1.67,AE_pos_186.0165_192
186.0415,162,0.006540633,-3.12,AE_pos_186.0415_162
186.1088,99,0.925849125,-0.09,AE_pos_186.1088_99
186.1086,548,0.41799671,0.83,AE_pos_186.1086_548
186.1205,98,0.060610341,2.02,AE_pos_186.1205_98
186.1211,475,0.011841833,2.84,AE_pos_186.1211_475
186.1271,123,0.330526406,-1,AE_pos_186.1271_123
186.5373,161,3.88E-08,-9.75,AE_pos_186.5373_161
186.9422,26,0.04739373,-2.15,AE_pos_186.9422_26
186.9557,25,0.028482528,2.41,AE_pos_186.9557_25
186.9799,24,0.088879636,-1.81,AE_pos_186.9799_24
186.9799,565,0.859313766,0.18,AE_pos_186.9799_565
186.9874,53,0.400739215,0.86,AE_pos_186.9874_53
187.0528,132,0.003791389,-3.38,AE_pos_187.0528_132
187.0934,49,0.122191464,-1.63,AE_pos_187.0934_49
187.2244,150,0.784452283,0.28,AE_pos_187.2244_150
187.9584,8,0.347917822,0.97,AE_pos_187.9584_8
188.0688,81,0.867182291,0.17,AE_pos_188.0688_81
188.1063,178,0.052763854,-2.09,AE_pos_188.1063_178
188.1062,504,0.068745366,-1.95,AE_pos_188.1062_504
188.879,522,0.073610662,1.91,AE_pos_188.879_522
188.9171,88,0.010243748,-2.91,AE_pos_188.9171_88
188.9938,101,0.089321008,1.81,AE_pos_188.9938_101
189.0515,73,0.99278459,0.01,AE_pos_189.0515_73
189.0517,330,0.634209682,-0.49,AE_pos_189.0517_330
189.0566,69,0.638238347,0.48,AE_pos_189.0566_69
189.0677,129,0.102692739,-1.73,AE_pos_189.0677_129
189.068,519,0.137813243,-1.56,AE_pos_189.068_519
189.0861,159,0.402535225,0.86,AE_pos_189.0861_159
189.122,548,0.59176289,0.55,AE_pos_189.122_548
189.4768,360,0.903165995,0.12,AE_pos_189.4768_360
189.4768,570,0.499579865,0.69,AE_pos_189.4768_570
189.4768,21,0.186368244,-1.38,AE_pos_189.4768_21
189.9349,526,0.005608844,-3.2,AE_pos_189.9349_526
189.9691,21,0.041384963,2.22,AE_pos_189.9691_21
189.9877,152,0.018324081,2.63,AE_pos_189.9877_152
190.0486,152,0.802152307,0.25,AE_pos_190.0486_152
190.0816,164,0.438596714,0.79,AE_pos_190.0816_164
190.9154,85,0.001113879,3.96,AE_pos_190.9154_85
190.9168,414,0.076691954,-1.89,AE_pos_190.9168_414
190.9659,17,0.855038198,-0.19,AE_pos_190.9659_17
190.9787,25,0.017843738,-2.64,AE_pos_190.9787_25
190.992,519,0.184582215,-1.39,AE_pos_190.992_519
191.0216,337,0.119592004,-1.64,AE_pos_191.0216_337
191.0216,25,0.636530247,-0.48,AE_pos_191.0216_25
191.0396,53,0.208986062,1.31,AE_pos_191.0396_53
191.0477,102,2.35E-08,-10.11,AE_pos_191.0477_102
191.0647,105,0.00220068,3.64,AE_pos_191.0647_105
191.0757,59,2.79E-08,9.99,AE_pos_191.0757_59
191.8845,99,0.700830327,-0.39,AE_pos_191.8845_99
191.8956,27,0.361380826,0.94,AE_pos_191.8956_27
191.9336,520,0.005826572,-3.18,AE_pos_191.9336_520
191.9613,33,0.005464307,3.21,AE_pos_191.9613_33
191.9813,29,0.229491887,-1.25,AE_pos_191.9813_29
191.982,365,0.875643754,0.16,AE_pos_191.982_365
192.0314,546,0.003847819,3.38,AE_pos_192.0314_546
192.049,369,0.148650157,1.52,AE_pos_192.049_369
192.0553,57,0.003047188,-3.49,AE_pos_192.0553_57
192.1375,143,0.116704486,1.66,AE_pos_192.1375_143
192.9172,83,0.819059063,-0.23,AE_pos_192.9172_83
192.9321,522,0.001411114,-3.85,AE_pos_192.9321_522
192.945,442,0.633729352,0.49,AE_pos_192.945_442
192.9635,53,0.635312953,-0.48,AE_pos_192.9635_53
192.9757,25,0.035532214,-2.3,AE_pos_192.9757_25
193.0053,537,0.836258404,-0.21,AE_pos_193.0053_537
193.0057,26,0.941340411,-0.07,AE_pos_193.0057_26
193.0621,51,0.156862067,1.49,AE_pos_193.0621_51
193.0652,264,0.778689693,-0.29,AE_pos_193.0652_264
193.0768,45,0.696528526,0.4,AE_pos_193.0768_45
193.1217,191,0.586772434,0.55,AE_pos_193.1217_191
193.1306,116,0.376820477,0.91,AE_pos_193.1306_116
193.158,204,0.884438795,-0.15,AE_pos_193.158_204
193.158,536,0.241516995,1.22,AE_pos_193.158_536
193.8957,473,0.431009041,-0.81,AE_pos_193.8957_473
193.8958,28,0.932972034,0.09,AE_pos_193.8958_28
193.9294,21,0.071252764,-1.93,AE_pos_193.9294_21
193.9293,524,0.009671416,-2.94,AE_pos_193.9293_524
193.9467,83,0.816664738,0.24,AE_pos_193.9467_83
193.9584,88,0.599435541,0.54,AE_pos_193.9584_88
193.9583,454,0.07042589,-1.94,AE_pos_193.9583_454
193.9807,71,0.28200083,1.11,AE_pos_193.9807_71
193.9867,509,0.902524959,0.12,AE_pos_193.9867_509
194.0805,236,0.350468575,0.96,AE_pos_194.0805_236
194.0958,209,0.398366573,0.87,AE_pos_194.0958_209
194.0957,534,0.864363603,0.17,AE_pos_194.0957_534
194.8965,474,0.80163157,-0.26,AE_pos_194.8965_474
194.9312,522,0.472758158,-0.74,AE_pos_194.9312_522
194.9456,444,0.21191337,1.3,AE_pos_194.9456_444
194.9744,26,0.226918825,-1.26,AE_pos_194.9744_26
195.0786,55,1.28E-08,-10.56,AE_pos_195.0786_55
195.0871,53,0.06467941,-1.98,AE_pos_195.0871_53
195.0866,316,0.873738572,-0.16,AE_pos_195.0866_316
195.1216,564,0.378848384,0.91,AE_pos_195.1216_564
195.122,76,0.279501435,1.12,AE_pos_195.122_76
195.137,243,0.27551656,-1.13,AE_pos_195.137_243
195.1371,526,0.117339778,-1.66,AE_pos_195.1371_526
195.8963,467,0.785912614,-0.28,AE_pos_195.8963_467
195.8963,22,0.047724941,2.14,AE_pos_195.8963_22
195.9312,461,0.646851085,0.47,AE_pos_195.9312_461
195.9336,42,0.531999611,-0.64,AE_pos_195.9336_42
195.9674,528,0.011294099,-2.86,AE_pos_195.9674_528
195.9773,26,0.280518279,-1.12,AE_pos_195.9773_26
196.0924,171,0.111562208,-1.68,AE_pos_196.0924_171
196.8644,109,0.954856875,0.06,AE_pos_196.8644_109
196.9604,526,0.000198238,-4.8,AE_pos_196.9604_526
196.9739,80,0.812407757,-0.24,AE_pos_196.9739_80
196.9994,118,0.425286232,-0.82,AE_pos_196.9994_118
196.997,528,0.097652227,1.76,AE_pos_196.997_528
197.0403,68,0.000417604,-4.43,AE_pos_197.0403_68
197.0584,68,0.074700278,1.91,AE_pos_197.0584_68
197.0956,86,0.949762642,0.06,AE_pos_197.0956_86
197.2794,69,0.923753208,0.1,AE_pos_197.2794_69
197.9248,525,0.122087694,-1.63,AE_pos_197.9248_525
198.0389,168,0.988713599,0.01,AE_pos_198.0389_168
198.0966,65,0.02480229,-2.48,AE_pos_198.0966_65
198.1218,293,0.690758254,-0.41,AE_pos_198.1218_293
198.1243,504,0.175377051,-1.42,AE_pos_198.1243_504
198.1844,74,0.592765012,0.55,AE_pos_198.1844_74
198.4819,286,0.577346897,0.57,AE_pos_198.4819_286
198.9058,28,0.036047048,-2.29,AE_pos_198.9058_28
198.9192,68,0.332194985,-1,AE_pos_198.9192_68
198.9483,476,0.507022718,0.68,AE_pos_198.9483_476
198.9483,70,0.047935191,2.14,AE_pos_198.9483_70
198.96,25,0.593647921,-0.54,AE_pos_198.96_25
198.9642,526,0.031872618,-2.35,AE_pos_198.9642_526
199.0066,91,0.332194985,-1,AE_pos_199.0066_91
199.0289,448,0.173696299,1.42,AE_pos_199.0289_448
199.0935,64,0.505846167,-0.68,AE_pos_199.0935_64
199.1,70,0.005319897,-3.22,AE_pos_199.1_70
199.132,147,0.792096935,-0.27,AE_pos_199.132_147
199.1319,487,0.799692368,0.26,AE_pos_199.1319_487
199.168,225,0.265203765,1.15,AE_pos_199.168_225
199.1681,413,0.0457538,-2.17,AE_pos_199.1681_413
199.1876,206,0.993372968,-0.01,AE_pos_199.1876_206
199.1876,525,0.904300343,0.12,AE_pos_199.1876_525
199.3114,70,0.710144841,-0.38,AE_pos_199.3114_70
199.9552,27,0.061982781,-2.01,AE_pos_199.9552_27
199.9891,90,1.23E-06,7.52,AE_pos_199.9891_90
200.0406,47,0.234908772,1.23,AE_pos_200.0406_47
200.1006,63,0.166782852,-1.45,AE_pos_200.1006_63
200.1637,129,0.288489468,-1.1,AE_pos_200.1637_129
200.1637,520,0.673074988,-0.43,AE_pos_200.1637_520
200.1713,228,0.206909926,1.32,AE_pos_200.1713_228
200.1714,416,0.066466552,-1.97,AE_pos_200.1714_416
200.2,469,0.718789117,-0.37,AE_pos_200.2_469
200.2364,74,0.720904781,-0.36,AE_pos_200.2364_74
200.9568,26,0.043738182,-2.19,AE_pos_200.9568_26
200.9727,491,0.483923816,-0.72,AE_pos_200.9727_491
200.9947,32,0.206271998,-1.32,AE_pos_200.9947_32
201.0725,99,0.381156958,0.9,AE_pos_201.0725_99
201.1063,107,0.815924625,0.24,AE_pos_201.1063_107
201.1107,518,0.548464656,0.61,AE_pos_201.1107_518
201.1265,139,0.377396333,-0.91,AE_pos_201.1265_139
201.1589,178,0.626844971,0.5,AE_pos_201.1589_178
201.1593,492,0.499166641,0.69,AE_pos_201.1593_492
201.9523,27,0.227660353,-1.25,AE_pos_201.9523_27
201.9899,34,0.233529862,1.24,AE_pos_201.9899_34
202.0278,479,0.65502641,0.46,AE_pos_202.0278_479
202.0279,112,1.60E-07,8.79,AE_pos_202.0279_112
202.0421,35,0.73238525,-0.35,AE_pos_202.0421_35
202.0429,239,0.137696123,-1.56,AE_pos_202.0429_239
202.0422,516,0.093105829,1.79,AE_pos_202.0422_516
202.0565,47,0.016430169,-2.68,AE_pos_202.0565_47
202.0667,43,0.017823082,-2.64,AE_pos_202.0667_43
202.1156,168,0.185186849,-1.38,AE_pos_202.1156_168
202.9564,26,0.075516851,-1.9,AE_pos_202.9564_26
203.0056,522,0.097510699,-1.76,AE_pos_203.0056_522
203.0517,59,2.68E-06,-7.06,AE_pos_203.0517_59
203.0633,114,0.059134149,-2.03,AE_pos_203.0633_114
203.1128,94,0.235875975,1.23,AE_pos_203.1128_94
203.2222,45,0.073554263,1.91,AE_pos_203.2222_45
203.9761,148,0.323075123,-1.02,AE_pos_203.9761_148
203.9866,18,0.663715698,0.44,AE_pos_203.9866_18
204.1162,75,0.222243878,-1.27,AE_pos_204.1162_75
204.2258,42,0.604421837,0.53,AE_pos_204.2258_42
204.9261,486,0.193445604,-1.36,AE_pos_204.9261_486
204.9661,386,0.983686573,-0.02,AE_pos_204.9661_386
204.9661,20,0.006661597,3.12,AE_pos_204.9661_20
205.0439,63,0.179307166,-1.4,AE_pos_205.0439_63
205.0623,72,0.077742123,1.88,AE_pos_205.0623_72
205.0822,88,8.80E-11,14.86,AE_pos_205.0822_88
205.0854,497,0.882418746,-0.15,AE_pos_205.0854_497
205.096,69,0.180272302,1.4,AE_pos_205.096_69
205.1224,280,0.002248121,3.63,AE_pos_205.1224_280
205.1429,116,0.780918539,-0.28,AE_pos_205.1429_116
205.5373,93,5.00E-20,-57.97,AE_pos_205.5373_93
205.5618,70,0.414386611,0.84,AE_pos_205.5618_70
205.9247,54,3.69E-20,-59.09,AE_pos_205.9247_54
205.9515,524,0.005654094,-3.19,AE_pos_205.9515_524
205.9765,46,0.139458675,1.56,AE_pos_205.9765_46
206.0392,99,0.00308302,-3.48,AE_pos_206.0392_99
206.036,356,0.463152212,0.75,AE_pos_206.036_356
206.0495,108,0.051713692,2.1,AE_pos_206.0495_108
206.0635,64,0.935879188,0.08,AE_pos_206.0635_64
206.1172,117,0.532548434,0.64,AE_pos_206.1172_117
206.1891,128,0.768052679,-0.3,AE_pos_206.1891_128
206.1892,530,0.68936163,0.41,AE_pos_206.1892_530
206.9373,525,0.015011895,-2.72,AE_pos_206.9373_525
207.0649,83,0.396678388,-0.87,AE_pos_207.0649_83
207.0762,140,0.00195603,-3.7,AE_pos_207.0762_140
207.5426,539,0.00165246,-3.78,AE_pos_207.5426_539
207.9848,29,0.542971062,0.62,AE_pos_207.9848_29
207.9846,473,0.591084771,0.55,AE_pos_207.9846_473
208.0659,83,0.879590537,-0.15,AE_pos_208.0659_83
208.8164,137,0.208055238,-1.31,AE_pos_208.8164_137
208.9894,29,0.001079134,-3.98,AE_pos_208.9894_29
208.9891,266,0.073703595,1.91,AE_pos_208.9891_266
209.0225,164,0.413766622,-0.84,AE_pos_209.0225_164
209.0376,70,0.086111248,1.83,AE_pos_209.0376_70
209.0717,70,0.046056085,-2.16,AE_pos_209.0717_70
209.1528,501,0.828910478,-0.22,AE_pos_209.1528_501
209.9272,493,0.553377783,0.61,AE_pos_209.9272_493
209.9735,522,0.008853373,-2.98,AE_pos_209.9735_522
209.9856,26,0.043112549,-2.2,AE_pos_209.9856_26
209.9889,209,0.213846958,1.29,AE_pos_209.9889_209
209.9873,525,0.646084402,-0.47,AE_pos_209.9873_525
210.0966,97,0.058071419,2.04,AE_pos_210.0966_97
210.106,71,0.653833687,-0.46,AE_pos_210.106_71
210.1691,186,0.173514747,1.42,AE_pos_210.1691_186
210.9321,523,0.329691777,1.01,AE_pos_210.9321_523
210.9854,26,0.376987489,-0.91,AE_pos_210.9854_26
211.0477,94,0.552613777,0.61,AE_pos_211.0477_94
211.0651,56,0.46496667,0.75,AE_pos_211.0651_56
211.0747,78,0.488883383,-0.71,AE_pos_211.0747_78
211.1221,77,0.774119265,-0.29,AE_pos_211.1221_77
211.9828,27,0.025354734,-2.47,AE_pos_211.9828_27
211.9858,442,0.143887614,1.54,AE_pos_211.9858_442
212.0051,173,0.004815771,3.27,AE_pos_212.0051_173
212.0419,385,4.61E-06,6.76,AE_pos_212.0419_385
212.1178,26,0.796597671,-0.26,AE_pos_212.1178_26
212.9849,291,0.161374927,-1.47,AE_pos_212.9849_291
212.9853,536,0.772815131,0.29,AE_pos_212.9853_536
212.9844,26,0.042700822,-2.2,AE_pos_212.9844_26
213.0173,98,0.401618027,-0.86,AE_pos_213.0173_98
213.0618,148,0.126196924,-1.61,AE_pos_213.0618_148
213.108,76,0.038134114,2.26,AE_pos_213.108_76
213.1089,378,0.000848412,-4.09,AE_pos_213.1089_378
213.1432,69,0.832620567,-0.21,AE_pos_213.1432_69
213.1455,387,0.403537378,0.86,AE_pos_213.1455_387
213.5447,140,0.873195442,0.16,AE_pos_213.5447_140
214.0032,119,0.001025815,4,AE_pos_214.0032_119
214.0147,56,0.539685825,0.63,AE_pos_214.0147_56
214.0147,382,0.335193753,0.99,AE_pos_214.0147_382
214.0251,353,0.268044543,1.15,AE_pos_214.0251_353
214.0766,170,0.189332824,-1.37,AE_pos_214.0766_170
214.1428,170,0.191685258,1.36,AE_pos_214.1428_170
214.2521,108,0.157656613,-1.48,AE_pos_214.2521_108
214.2521,526,0.693181822,0.4,AE_pos_214.2521_526
214.5522,94,1.33E-18,-47.16,AE_pos_214.5522_94
214.9165,508,0.709310021,-0.38,AE_pos_214.9165_508
214.9521,524,0.019336589,-2.6,AE_pos_214.9521_524
214.966,165,0.120542495,-1.64,AE_pos_214.966_165
214.9825,479,0.062919315,2,AE_pos_214.9825_479
214.989,26,0.705862488,0.38,AE_pos_214.989_26
215.0482,120,6.80E-22,-75.91,AE_pos_215.0482_120
215.088,65,0.024409706,2.48,AE_pos_215.088_65
215.0879,483,0.478655128,0.73,AE_pos_215.0879_483
215.1248,67,0.841346601,-0.2,AE_pos_215.1248_67
215.5284,540,0.00036555,-4.5,AE_pos_215.5284_540
215.5499,93,1.08E-17,-41.34,AE_pos_215.5499_93
216.0504,93,4.31E-11,-15.58,AE_pos_216.0504_93
216.0629,168,8.31E-08,9.23,AE_pos_216.0629_168
216.1258,56,0.253287651,-1.19,AE_pos_216.1258_56
216.137,549,0.024923652,2.47,AE_pos_216.137_549
216.9449,526,0.002122425,-3.66,AE_pos_216.9449_526
217.0793,171,0.001514805,3.82,AE_pos_217.0793_171
217.1039,57,0.651458621,0.46,AE_pos_217.1039_57
218.0235,164,0.215992419,-1.29,AE_pos_218.0235_164
218.1049,54,0.737816203,-0.34,AE_pos_218.1049_54
218.1379,170,0.720167258,0.36,AE_pos_218.1379_170
218.9398,529,0.713323372,0.37,AE_pos_218.9398_529
218.9836,481,0.026290052,-2.45,AE_pos_218.9836_481
219.0238,93,0.036199709,-2.29,AE_pos_219.0238_93
219.0515,292,0.591640798,-0.55,AE_pos_219.0515_292
219.082,53,6.96E-08,-9.35,AE_pos_219.082_53
219.0947,151,3.17E-08,9.9,AE_pos_219.0947_151
219.0923,388,0.103224179,1.73,AE_pos_219.0923_388
219.1845,385,0.136039203,1.57,AE_pos_219.1845_385
219.9448,169,0.720868523,0.36,AE_pos_219.9448_169
219.9471,402,0.071517627,1.93,AE_pos_219.9471_402
219.9471,23,0.648230503,-0.46,AE_pos_219.9471_23
220.0798,252,0.000259346,4.66,AE_pos_220.0798_252
220.0837,45,1.62E-10,-14.27,AE_pos_220.0837_45
220.1139,164,0.843079703,0.2,AE_pos_220.1139_164
220.1129,494,0.675820874,0.43,AE_pos_220.1129_494
220.9179,526,0.009768493,-2.93,AE_pos_220.9179_526
220.934,54,2.36E-11,16.22,AE_pos_220.934_54
221.0321,74,0.124905661,1.62,AE_pos_221.0321_74
221.0726,58,0.387591718,0.89,AE_pos_221.0726_58
221.0731,381,0.555352431,-0.6,AE_pos_221.0731_381
221.0881,195,0.00023982,4.7,AE_pos_221.0881_195
221.5343,548,0.588903726,-0.55,AE_pos_221.5343_548
222.0095,28,0.446194649,0.78,AE_pos_222.0095_28
222.0768,159,0.292147228,1.09,AE_pos_222.0768_159
222.0766,536,0.05603617,-2.06,AE_pos_222.0766_536
222.9287,492,0.333201551,-1,AE_pos_222.9287_492
223.0624,99,0.853981113,-0.19,AE_pos_223.0624_99
223.0701,209,0.000365211,-4.5,AE_pos_223.0701_209
223.0731,518,4.20E-07,-8.17,AE_pos_223.0731_518
223.9412,58,0.839491416,-0.21,AE_pos_223.9412_58
223.9425,496,0.370722762,0.92,AE_pos_223.9425_496
223.9625,512,0.062203026,-2,AE_pos_223.9625_512
224.0057,28,0.151721406,1.51,AE_pos_224.0057_28
224.1272,179,0.645427621,-0.47,AE_pos_224.1272_179
224.1847,155,0.657685409,-0.45,AE_pos_224.1847_155
224.944,471,0.573132358,-0.58,AE_pos_224.944_471
225.0138,221,0.000175844,4.85,AE_pos_225.0138_221
225.0402,80,0.026446478,-2.44,AE_pos_225.0402_80
225.0416,449,0.046050416,-2.16,AE_pos_225.0416_449
225.0894,127,0.006907881,-3.1,AE_pos_225.0894_127
225.0902,528,0.263385999,-1.16,AE_pos_225.0902_528
225.5579,81,0.024847169,-2.48,AE_pos_225.5579_81
225.8886,477,0.507063277,0.68,AE_pos_225.8886_477
225.9432,483,0.16418814,1.46,AE_pos_225.9432_483
225.986,559,0.719371188,0.37,AE_pos_225.986_559
225.9861,12,0.508332482,-0.68,AE_pos_225.9861_12
226.0056,27,0.671924965,0.43,AE_pos_226.0056_27
226.1456,462,0.785455291,-0.28,AE_pos_226.1456_462
226.1582,554,0.032279868,-2.34,AE_pos_226.1582_554
226.1586,62,0.938456041,0.08,AE_pos_226.1586_62
226.2159,107,0.887093561,0.14,AE_pos_226.2159_107
