,input_row,EID,str_row_ion,compounds,input_row.1,m/z,retention_time,p_value,statistic,CompoundID_from_user,compound_name,compound_name_no_colon
633,row3695,E1113,row3673_M+H[1+];row3694_M(C13)+H[1+];row3695_M(C13)+H[1+];row4213_M+Na[1+],C00328;C05647,row3695,210.095995850273,197.113311767578,0.6976184413301867,-0.6720436011992932,M210.095996T197.1133_3,Formyl-5-hydroxykynurenamine,Formyl-5-hydroxykynurenamine
634,row3696,E171,row3696_M+H[1+],C16604,row3696,210.089321685401,289.003814697266,0.3104225016957576,-1.4965180988011355,M210.089322T289.0038,2-Hydroxyiminostilbene,2-Hydroxyiminostilbene
635,row3696,E1119,row3696_M[1+];row3733_M(C13)+H[1+];row4253_M+Na[1+];row5637_M+HCOONa[1+],C02325,row3696,210.089321685401,289.003814697266,0.3104225016957576,-1.4965180988011355,M210.089322T289.0038,Sinapyl alcohol; Sinapoyl alcohol,Sinapyl alcohol
636,row3714,E1118,row3714_M+H[1+],C02325,row3714,211.097240627361,150.069160461426,0.0001084445267412,5.086831509642342,M211.097241T150.0692,Sinapyl alcohol; Sinapoyl alcohol,Sinapyl alcohol
639,row3719,E940,row3143_M+H[1+];row3171_M(C13)+H[1+];row3719_M+Na[1+],C03793,row3719,211.142080107053,40.1073112487793,0.0012927955413557,4.1025085057117145,M211.14208T40.1073,"N6,N6,N6-Trimethyl-L-lysine","N6,N6,N6-Trimethyl-L-lysine"
640,row3729,E937,row3729_M+Na[1+],C00624,row3729,212.053081890774,505.568450927734,0.9421624010424224,-0.1362258321769929,M212.053082T505.5685,N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid,N-Acetyl-L-glutamate
642,row3732,E1121,row3732_M+H[1+];row3756_M(C13)+H[1+],CE2176,row3732,212.092018691985,134.835693359375,0.2240159604449903,1.7437123430802688,M212.092019T134.8357,3-O-methyldopa,3-O-methyldopa
643,row3733,E1119,row3696_M[1+];row3733_M(C13)+H[1+];row4253_M+Na[1+];row5637_M+HCOONa[1+],C02325,row3733,212.10053591321,290.850006103516,0.6768318384407286,-0.7161057900093154,M212.100536T290.85,Sinapyl alcohol; Sinapoyl alcohol,Sinapyl alcohol
644,row3749,E952,row3187_M+H[1+];row3189_M+H[1+];row3749_M+Na[1+];row3750_M+Na[1+],C05379,row3749,212.999780346247,45.4121475219727,0.25896443889074,-1.6398585522235511,M212.99978T45.4121,Oxalosuccinate; Oxalosuccinic acid,Oxalosuccinate
645,row3750,E952,row3187_M+H[1+];row3189_M+H[1+];row3749_M+Na[1+];row3750_M+Na[1+],C05379,row3750,212.999416591536,61.6018409729004,0.5088543240369803,-1.0551416161724427,M212.999417T61.6018,Oxalosuccinate; Oxalosuccinic acid,Oxalosuccinate
646,row3756,E945,row3756_M+Na[1+],C05933,row3756,213.095363228183,135.134803771973,0.0673612823571954,2.458204463838756,M213.095363T135.1348,N-(omega)-Hydroxyarginine,N-(omega)-Hydroxyarginine
647,row3756,E1121,row3732_M+H[1+];row3756_M(C13)+H[1+],CE2176,row3756,213.095363228183,135.134803771973,0.0673612823571954,2.458204463838756,M213.095363T135.1348,3-O-methyldopa,3-O-methyldopa
648,row3759,E1128,row3759_M[1+];row4342_M+Na[1+];row5753_M+HCOONa[1+],CE5310;CE5322,row3759,213.148817049753,459.209442138672,0.3690578046834497,1.3532544586375932,M213.148817T459.2094,4(R)-hydroxy-dodec-6Z-enoate,4(R)-hydroxy-dodec-6Z-enoate
648,row3759,E1128,row3759_M[1+];row4342_M+Na[1+];row5753_M+HCOONa[1+],CE5310;CE5322,row3759,213.148817049753,459.209442138672,0.3690578046834497,1.3532544586375932,M213.148817T459.2094,4(S)-hydroxy-dodec-6Z-enoate,4(S)-hydroxy-dodec-6Z-enoate
649,row3769,E981,row3769_M+Na[1+],C02712,row3769,214.051147041656,214.660629272461,0.5667844340134907,-0.9383749209057128,M214.051147T214.6606,N-Acetylmethionine,N-Acetylmethionine
650,row3779,E473,row1970_M+H[1+];row2596_M+Na[1+];row3779_M+HCOONa[1+],C00026,row3779,215.016474334981,70.2259979248047,0.6868344150038891,0.6953460332187019,M215.016474T70.226_2,2-Oxoglutarate,2-Oxoglutarate
651,row3779,E974,row3779_M+Na[1+],C00158;C04575;C00311,row3779,215.016474334981,70.2259979248047,0.6868344150038891,0.6953460332187019,M215.016474T70.226_2,Citrate,Citrate
651,row3779,E974,row3779_M+Na[1+],C00158;C04575;C00311,row3779,215.016474334981,70.2259979248047,0.6868344150038891,0.6953460332187019,M215.016474T70.226_2,Isocitrate,Isocitrate
652,row3784,E979,row3784_M+Na[1+],CE2934,row3784,215.056976346477,469.878601074219,0.6090586387594807,0.8563350027833717,M215.056976T469.8786,o-methylhippurate,o-methylhippurate
653,row3841,E1152,row3841_M[1+];row3865_M+H[1+];row3867_M+H[1+];row3902_M(C13)+H[1+];row3904_M(C13)+H[1+],pcrn,row3841,217.129823174893,56.0267372131348,0.9230233912219152,-0.1909965600072565,M217.129823T56.0267,propionyl-carnitine,propionyl-carnitine
654,row3865,E1152,row3841_M[1+];row3865_M+H[1+];row3867_M+H[1+];row3902_M(C13)+H[1+];row3904_M(C13)+H[1+],pcrn,row3865,218.138900516197,109.787796020508,0.2071334308021495,1.797103832911216,M218.138901T109.7878,propionyl-carnitine,propionyl-carnitine
655,row3867,E1152,row3841_M[1+];row3865_M+H[1+];row3867_M+H[1+];row3902_M(C13)+H[1+];row3904_M(C13)+H[1+],pcrn,row3867,218.138898667252,87.4368591308594,0.1388980398628931,2.0591574768158645,M218.138899T87.4369,propionyl-carnitine,propionyl-carnitine
657,row3890,E1154,row3890_M+Na[1+],C16014,row3890,219.080006743412,172.643325805664,0.0023989502697406,-3.868108852639665,M219.080007T172.6433_1,cis-Stilbene oxide,cis-Stilbene oxide
658,row3892,E252,row3892_M+H[1+];row3894_M+H[1+],C03740,row3892,219.097958705011,45.710765838623,0.1553258369913857,-1.9852715362469808,M219.097959T45.7108,5-L-Glutamyl-L-alanine,5-L-Glutamyl-L-alanine
659,row3893,E253,row3893_M+H[1+],C03740,row3893,219.099368144205,305.035522460938,0.956684979911314,-0.1004059158847211,M219.099368T305.0355,5-L-Glutamyl-L-alanine,5-L-Glutamyl-L-alanine
660,row3894,E252,row3892_M+H[1+];row3894_M+H[1+],C03740,row3894,219.097813084608,58.4719409942627,0.9742270440976436,-0.063399722312766,M219.097813T58.4719,5-L-Glutamyl-L-alanine,5-L-Glutamyl-L-alanine
661,row3896,E1157,row3896_M+H[1+],C00978,row3896,219.112925613064,253.256622314453,0.9420833442336476,-0.1367593977264155,M219.112926T253.2566,N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine,N-Acetylserotonin
662,row3897,E1155,row3897_M+H[1+],C00978,row3897,219.114465438293,41.4958190917969,0.7712102011302693,-0.5204254342525031,M219.114465T41.4958,N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine,N-Acetylserotonin
663,row3902,E1152,row3841_M[1+];row3865_M+H[1+];row3867_M+H[1+];row3902_M(C13)+H[1+];row3904_M(C13)+H[1+],pcrn,row3902,219.14192093832,109.301750183105,0.0452967893641593,2.6598897987478445,M219.141921T109.3018,propionyl-carnitine,propionyl-carnitine
664,row3904,E1152,row3841_M[1+];row3865_M+H[1+];row3867_M+H[1+];row3902_M(C13)+H[1+];row3904_M(C13)+H[1+],pcrn,row3904,219.142092213135,88.3199310302734,0.0302043143568397,2.8499490209082485,M219.142092T88.3199,propionyl-carnitine,propionyl-carnitine
665,row3929,E1162,row3929_M+H[1+],C00864,row3929,220.117033805576,388.395202636719,0.902577568988015,0.2363199478667444,M220.117034T388.3952,(R)-Pantothenate,(R)-Pantothenate
666,row3930,E1156,row3930_M(C13)+H[1+];row4466_M+Na[1+],C00978,row3930,220.118174330108,185.755340576172,0.0211951947348919,3.0080410950111283,M220.118174T185.7553_3,N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine,N-Acetylserotonin
667,row3930,E1160,row3930_M+H[1+];row3957_M(C13)+H[1+];row4493_M+Na[1+],C00864,row3930,220.118174330108,185.755340576172,0.0211951947348919,3.0080410950111283,M220.118174T185.7553_3,(R)-Pantothenate,(R)-Pantothenate
668,row3944,E556,row2153_M[1+];row2154_M[1+];row2172_M+H[1+];row2175_M+H[1+];row3944_M+HCOONa[1+],C00385,row3944,221.028165125294,62.3758888244629,0.1236136890194851,-2.126066917100935,M221.028165T62.3759,Xanthine,Xanthine
669,row3946,E558,row2174_M+H[1+];row2193_M(C13)+H[1+];row2742_M+Na[1+];row3946_M+HCOONa[1+],C04043;C00642;C05852,row3946,221.042214098381,285.197784423828,0.4173869572619374,1.2453913911296723,M221.042214T285.1978,"3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde","3,4-Dihydroxyphenylacetaldehyde"
669,row3946,E558,row2174_M+H[1+];row2193_M(C13)+H[1+];row2742_M+Na[1+];row3946_M+HCOONa[1+],C04043;C00642;C05852,row3946,221.042214098381,285.197784423828,0.4173869572619374,1.2453913911296723,M221.042214T285.1978,4-Hydroxyphenylacetate,4-Hydroxyphenylacetate
669,row3946,E558,row2174_M+H[1+];row2193_M(C13)+H[1+];row2742_M+Na[1+];row3946_M+HCOONa[1+],C04043;C00642;C05852,row3946,221.042214098381,285.197784423828,0.4173869572619374,1.2453913911296723,M221.042214T285.1978,2-Hydroxyphenylacetate,2-Hydroxyphenylacetate
670,row3946,E1033,row3364_M[1+];row3392_M+H[1+];row3946_M+Na[1+],C05584,row3946,221.042214098381,285.197784423828,0.4173869572619374,1.2453913911296723,M221.042214T285.1978,3-Methoxy-4-hydroxymandelate; Vanillylmandelic acid,3-Methoxy-4-hydroxymandelate
671,row3949,E560,row2160_M[1+];row2745_M+Na[1+];row3949_M+HCOONa[1+],C00379;C00532,row3949,221.063492058215,42.5724449157715,0.2724383793611449,1.5989746187019185,M221.063492T42.5724_1,Xylitol,Xylitol
671,row3949,E560,row2160_M[1+];row2745_M+Na[1+];row3949_M+HCOONa[1+],C00379;C00532,row3949,221.063492058215,42.5724449157715,0.2724383793611449,1.5989746187019185,M221.063492T42.5724_1,L-Arabinitol,L-Arabinitol
672,row3953,E1166,row3953_M+H[1+],C00643,row3953,221.092091275312,199.966636657715,0.532324625151232,-1.0073762875312744,M221.092091T199.9666,5-Hydroxy-L-tryptophan,5-Hydroxy-L-tryptophan
673,row3954,E1165,row3954_M+H[1+];row3983_M(C13)+H[1+],C00643,row3954,221.092296875905,125.007293701172,9.085060724776078e-05,5.194011229041714,M221.092297T125.0073,5-Hydroxy-L-tryptophan,5-Hydroxy-L-tryptophan
674,row3957,E1160,row3930_M+H[1+];row3957_M(C13)+H[1+];row4493_M+Na[1+],C00864,row3957,221.119322298558,185.669677734375,0.0177104294444546,3.0854862042116107,M221.119322T185.6697_2,(R)-Pantothenate,(R)-Pantothenate
675,row3976,E583,row2772_M+Na[1+];row3976_M+HCOONa[1+],C00606,row3976,222.006065847893,48.0693492889404,0.939512663790887,0.1434736525985966,M222.006066T48.0693,3-Sulfino-L-alanine,3-Sulfino-L-alanine
676,row3983,E1165,row3954_M+H[1+];row3983_M(C13)+H[1+],C00643,row3983,222.095609268567,124.808631896973,5.683903771134942e-05,5.373662667444362,M222.095609T124.8086,5-Hydroxy-L-tryptophan,5-Hydroxy-L-tryptophan
677,row3983,E1175,row3983_M+H[1+],C01074;C00645;C00140,row3983,222.095609268567,124.808631896973,5.683903771134942e-05,5.373662667444362,M222.095609T124.8086,N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc,N-Acetylgalactosamine
677,row3983,E1175,row3983_M+H[1+],C01074;C00645;C00140,row3983,222.095609268567,124.808631896973,5.683903771134942e-05,5.373662667444362,M222.095609T124.8086,N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose,N-Acetyl-D-mannosamine
677,row3983,E1175,row3983_M+H[1+],C01074;C00645;C00140,row3983,222.095609268567,124.808631896973,5.683903771134942e-05,5.373662667444362,M222.095609T124.8086,N-Acetyl-D-glucosamine,N-Acetyl-D-glucosamine
678,row4000,E142,row4000_M+Na[1+];row622_M+2H[2+],C01036;C01061,row4000,223.020707008625,81.3509674072266,0.1904482497928633,1.852745961155314,M223.020707T81.351,4-Maleylacetoacetate,4-Maleylacetoacetate
678,row4000,E142,row4000_M+Na[1+];row622_M+2H[2+],C01036;C01061,row4000,223.020707008625,81.3509674072266,0.1904482497928633,1.852745961155314,M223.020707T81.351,4-Fumarylacetoacetate,4-Fumarylacetoacetate
679,row4001,E143,row4001_M+Na[1+],C01036;C01061,row4001,223.022135651211,205.354476928711,0.0003749209098871,4.5717219082731,M223.022136T205.3545_2,4-Maleylacetoacetate,4-Maleylacetoacetate
679,row4001,E143,row4001_M+Na[1+],C01036;C01061,row4001,223.022135651211,205.354476928711,0.0003749209098871,4.5717219082731,M223.022136T205.3545_2,4-Fumarylacetoacetate,4-Fumarylacetoacetate
680,row4003,E1179,row4003_M[1+];row4604_M+Na[1+];row6099_M+HCOONa[1+],C05645,row4003,223.047697871937,379.768951416016,0.660480784638741,-0.7480707443941297,M223.047698T379.769,"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate","4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate"
681,row4009,E1172,row4009_M+H[1+],CE5626,row4009,223.084582563834,195.313507080078,0.0774588044194039,2.3876092680305128,M223.084583T195.3135,salsolinol 1-carboxylate,salsolinol 1-carboxylate
682,row4043,E1193,row10053_M[1+];row10389_M+Na[1+];row10954_M+HCOONa[1+];row4043_M(C13)+2H[2+],CE4898,row4043,224.172757356928,594.160430908203,0.2683821466312794,1.612048929358365,M224.172757T594.1604,13'-carboxy-gama-tocopherol,13'-carboxy-gama-tocopherol
684,row4059,E1050,row3459_M[1+];row4059_M+Na[1+],C03626,row4059,225.131413141472,406.034683227539,0.1250946260107676,2.1183580783853047,M225.131413T406.0347,"Nomega,Nomega'-Dimethyl-L-arginine; NG,NG-Dimethyl-L-arginine","Nomega,Nomega'-Dimethyl-L-arginine"
685,row4074,E1063,row4074_M+Na[1+],C00331,row4074,226.045217824597,54.0691547393799,0.7155698388913839,-0.6332587375976758,M226.045218T54.0692,Indolepyruvate; Indolepyruvic acid; (Indol-3-yl)pyruvate; Indole-3-pyruvate; 3-(Indol-3-yl)pyruvate,Indolepyruvate
686,row4107,E1074,row3562_M+H[1+];row3590_M(C13)+H[1+];row4107_M+Na[1+],C00078;C00525,row4107,227.079236154335,199.458236694336,0.8421108987327869,0.3702216222995484,M227.079236T199.4582,L-Tryptophan,L-Tryptophan
686,row4107,E1074,row3562_M+H[1+];row3590_M(C13)+H[1+];row4107_M+Na[1+],C00078;C00525,row4107,227.079236154335,199.458236694336,0.8421108987327869,0.3702216222995484,M227.079236T199.4582,D-Tryptophan,D-Tryptophan
687,row4110,E200,row4110_M+H[1+],C00931,row4110,227.101005865703,532.591491699219,0.8555911009308159,0.3381804510491988,M227.101006T532.5915,Porphobilinogen,Porphobilinogen
688,row4111,E198,row4111_M+H[1+],C00931,row4111,227.104446457018,434.914764404297,0.3133884761002026,-1.4888116659255668,M227.104446T434.9148,Porphobilinogen,Porphobilinogen
689,row4136,E649,row2334_M+H[1+];row4136_M+HCOONa[1+],C00637,row4136,228.063300701859,291.522705078125,5.430860626366522e-05,5.393989103642594,M228.063301T291.5227,Indole-3-acetaldehyde,Indole-3-acetaldehyde
690,row4136,E1072,row3587_M+H[1+];row3618_M(C13)+H[1+];row4136_M+Na[1+],C05660,row4136,228.063300701859,291.522705078125,5.430860626366522e-05,5.393989103642594,M228.063301T291.5227,5-Methoxyindoleacetate,5-Methoxyindoleacetate
691,row4137,E128,row2338_M+H[1+];row4137_M+HCOONa[1+],C03087,row4137,228.082949909001,199.902465820312,0.5968875307409303,0.8812067663163761,M228.08295T199.9025,5-Acetamidopentanoate,5-Acetamidopentanoate
692,row4139,E206,row4139_M+H[1+];row903_M(C13)+2H[2+],C00881,row4139,228.099076701382,480.810455322266,0.5990431017668908,-0.8771448916428446,M228.099077T480.8105_1,Deoxycytidine,Deoxycytidine
693,row4193,E1108,row4193_M+Na[1+],C01252,row4193,230.041850371521,756.314361572266,0.7349731285927628,0.5941387184287544,M230.04185T756.3144,"4-(2-Aminophenyl)-2,4-dioxobutanoate","4-(2-Aminophenyl)-2,4-dioxobutanoate"
694,row4193,E1236,row4193_M+H[1+],C03090,row4193,230.041850371521,756.314361572266,0.7349731285927628,0.5941387184287544,M230.04185T756.3144,5-Phospho-beta-D-ribosylamine,5-Phospho-beta-D-ribosylamine
695,row4213,E1113,row3673_M+H[1+];row3694_M(C13)+H[1+];row3695_M(C13)+H[1+];row4213_M+Na[1+],C00328;C05647,row4213,231.074264978289,150.06364440918,0.0018738052357169,3.955152093467667,M231.074265T150.0636,L-Kynurenine,L-Kynurenine
695,row4213,E1113,row3673_M+H[1+];row3694_M(C13)+H[1+];row3695_M(C13)+H[1+];row4213_M+Na[1+],C00328;C05647,row4213,231.074264978289,150.06364440918,0.0018738052357169,3.955152093467667,M231.074265T150.0636,Formyl-5-hydroxykynurenamine,Formyl-5-hydroxykynurenamine
696,row4226,E170,row4226_M+Na[1+];row756_M(C13)+2H[2+],C16604,row4226,232.072669216329,33.6234855651855,0.4603388083312266,1.157481130430576,M232.072669T33.6235_2,2-Hydroxyiminostilbene,2-Hydroxyiminostilbene
697,row4253,E1119,row3696_M[1+];row3733_M(C13)+H[1+];row4253_M+Na[1+];row5637_M+HCOONa[1+],C02325,row4253,233.078594955587,346.153121948242,0.8372744385706696,0.3797532310685518,M233.078595T346.1531,Sinapyl alcohol; Sinapoyl alcohol,Sinapyl alcohol
698,row4259,E1253,row4259_M+H[1+],C03415,row4259,233.113915175254,195.97566986084,0.1922593321534265,1.846075820384868,M233.113915T195.9757,N2-Succinyl-L-ornithine; (2S)-5-Amino-2-(3-carboxypropanoylamino)pentanoic acid,N2-Succinyl-L-ornithine
699,row4261,E306,row4261_M+H[1+],C01598,row4261,233.128622807135,243.052459716797,0.0391676038710373,2.729777708548783,M233.128623T243.0525,Melatonin; N-Acetyl-5-methoxytryptamine,Melatonin
700,row4279,E676,row2520_M+H[1+];row4279_M+HCOONa[1+],CE5538;C05653,row4279,234.036743459582,250.733955383301,0.8828318017397647,0.2815369281418543,M234.036743T250.734_2,noradrenochrome,noradrenochrome
700,row4279,E676,row2520_M+H[1+];row4279_M+HCOONa[1+],CE5538;C05653,row4279,234.036743459582,250.733955383301,0.8828318017397647,0.2815369281418543,M234.036743T250.734_2,N-Formylanthranilate,N-Formylanthranilate
701,row4280,E1252,row4280_M+H[1+],C13690,row4280,234.043380465629,379.768951416016,0.7377432603391278,0.5884697201112692,M234.04338T379.769_1,Dopamine 3-O-sulfate,Dopamine 3-O-sulfate
702,row4283,E690,row2528_M+H[1+];row4283_M+HCOONa[1+],peracd,row4283,234.088427602511,486.944107055664,0.7218335852116534,-0.6209268093467104,M234.088428T486.9441,Perillic acid,Perillic acid
703,row4304,E932,row3120_M+Na[1+];row3121_M+Na[1+];row4304_M+HCOONa[1+];row4305_M+HCOONa[1+],C16614,row4304,235.026505609074,237.28791809082,0.751135054203178,-0.5626606688712993,M235.026506T237.2879,6-Methylmercaptopurine,6-Methylmercaptopurine
704,row4305,E932,row3120_M+Na[1+];row3121_M+Na[1+];row4304_M+HCOONa[1+];row4305_M+HCOONa[1+],C16614,row4305,235.026500569579,250.705963134766,0.9651723794454364,0.0813307522885801,M235.026501T250.706_2,6-Methylmercaptopurine,6-Methylmercaptopurine
705,row4342,E1128,row3759_M[1+];row4342_M+Na[1+];row5753_M+HCOONa[1+],CE5310;CE5322,row4342,236.136885088216,444.073654174805,0.8057144758412129,-0.4453555355878747,M236.136885T444.0737,4(R)-hydroxy-dodec-6Z-enoate,4(R)-hydroxy-dodec-6Z-enoate
705,row4342,E1128,row3759_M[1+];row4342_M+Na[1+];row5753_M+HCOONa[1+],CE5310;CE5322,row4342,236.136885088216,444.073654174805,0.8057144758412129,-0.4453555355878747,M236.136885T444.0737,4(S)-hydroxy-dodec-6Z-enoate,4(S)-hydroxy-dodec-6Z-enoate
706,row4343,E1129,row4343_M+Na[1+];row5754_M+HCOONa[1+],CE5310;CE5322,row4343,236.136335952029,497.033508300781,0.3908183678146677,1.3023621901086109,M236.136336T497.0335,4(R)-hydroxy-dodec-6Z-enoate,4(R)-hydroxy-dodec-6Z-enoate
706,row4343,E1129,row4343_M+Na[1+];row5754_M+HCOONa[1+],CE5310;CE5322,row4343,236.136335952029,497.033508300781,0.3908183678146677,1.3023621901086109,M236.136336T497.0335,4(S)-hydroxy-dodec-6Z-enoate,4(S)-hydroxy-dodec-6Z-enoate
707,row4365,E183,row4365_M+Na[1+],C16015,row4365,237.087340930304,199.94792175293,0.1020058942368057,-2.238164608167861,M237.087341T199.9479,"(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol","(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol"
708,row4365,E1278,row4365_M+H[1+],C02406;C02700,row4365,237.087340930304,199.94792175293,0.1020058942368057,-2.238164608167861,M237.087341T199.9479,Formylkynurenine,Formylkynurenine
708,row4365,E1278,row4365_M+H[1+],C02406;C02700,row4365,237.087340930304,199.94792175293,0.1020058942368057,-2.238164608167861,M237.087341T199.9479,L-Formylkynurenine,L-Formylkynurenine
709,row4366,E184,row4366_M+Na[1+];row791_M+2H[2+],C16015,row4366,237.090852227081,474.610855102539,0.8944677595984536,0.254098343121748,M237.090852T474.6109_4,"(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol","(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol"
710,row4367,E1273,row4367_M+H[1+],CE5627,row4367,237.101154200037,425.950408935547,0.7328083895932869,-0.5996425784669679,M237.101154T425.9504_2,salsoline-1-carboxylate,salsoline-1-carboxylate
711,row4367,E1274,row4367_M+H[1+];row4393_M(C13)+H[1+];row4991_M+Na[1+],C06868,row4367,237.101154200037,425.950408935547,0.7328083895932869,-0.5996425784669679,M237.101154T425.9504_2,Carbamazepine,Carbamazepine
713,row4393,E1274,row4367_M+H[1+];row4393_M(C13)+H[1+];row4991_M+Na[1+],C06868,row4393,238.1075536702,428.465393066406,0.0683069060955797,-2.4514743810755184,M238.107554T428.4654,Carbamazepine,Carbamazepine
714,row4395,E1280,row4395_M+H[1+];row5022_M+Na[1+],alpam,row4395,238.115637869751,454.431518554688,0.046169581367262,2.6491011384040113,M238.115638T454.4315,S-aminomethyldihydrolipoamide,S-aminomethyldihydrolipoamide
715,row4416,E1290,row4416_M+H[1+],C07501,row4416,239.104615024172,327.988830566406,0.7266767275963625,0.6114138272395299,M239.104615T327.9888_5,Felbamate,Felbamate
716,row4466,E1156,row3930_M(C13)+H[1+];row4466_M+Na[1+],C00978,row4466,241.093281927948,154.598556518555,0.0013559307391888,4.082554909306659,M241.093282T154.5986,N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine,N-Acetylserotonin
717,row4467,E1158,row4467_M+Na[1+],C00978,row4467,241.096478615431,328.192291259766,0.7036908415721765,0.6593985445964605,M241.096479T328.1923,N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine,N-Acetylserotonin
718,row4488,E1306,row4488_M[1+];row4515_M+H[1+],C04299,row4488,242.01920039493,50.391788482666,0.8143009607139223,0.4272349551522812,M242.0192T50.3918,"D-myo-Inositol 1,2-cyclic phosphate; 1D-myo-Inositol 1,2-cyclic phosphate","D-myo-Inositol 1,2-cyclic phosphate"
719,row4493,E1160,row3930_M+H[1+];row3957_M(C13)+H[1+];row4493_M+Na[1+],C00864,row4493,242.100055582785,185.73779296875,0.0121952519725883,3.241234802702725,M242.100056T185.7378,(R)-Pantothenate,(R)-Pantothenate
720,row4511,E352,row1587_M+H+Na[2+];row4511_M+H[1+],C15650,row4511,243.010281752361,47.7629070281982,0.0560196270449355,-2.5505465627580226,M243.010282T47.7629,"2,3-diketo-5-methylthio-1-phosphopentane","2,3-diketo-5-methylthio-1-phosphopentane"
721,row4515,E1306,row4488_M[1+];row4515_M+H[1+],C04299,row4515,243.028628361421,38.2091255187988,0.349659065082711,-1.399606620260644,M243.028628T38.2091_4,"D-myo-Inositol 1,2-cyclic phosphate; 1D-myo-Inositol 1,2-cyclic phosphate","D-myo-Inositol 1,2-cyclic phosphate"
722,row4523,E1309,row4523_M+H[1+];row4556_M(C13)+H[1+],C00214,row4523,243.096099185426,474.152099609375,0.9174945583204172,-0.2031064326490264,M243.096099T474.1521,Thymidine,Thymidine
723,row4523,E1310,row4523_M+Na[1+],C01239,row4523,243.096099185426,474.152099609375,0.9174945583204172,-0.2031064326490264,M243.096099T474.1521,N-Acetyl-beta-D-glucosaminylamine,N-Acetyl-beta-D-glucosaminylamine
725,row4555,E1174,row4555_M+Na[1+],C01074;C00645;C00140,row4555,244.079111941495,44.3915042877197,0.0004901184545226,4.460227317113566,M244.079112T44.3915,N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc,N-Acetylgalactosamine
725,row4555,E1174,row4555_M+Na[1+],C01074;C00645;C00140,row4555,244.079111941495,44.3915042877197,0.0004901184545226,4.460227317113566,M244.079112T44.3915,N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose,N-Acetyl-D-mannosamine
725,row4555,E1174,row4555_M+Na[1+],C01074;C00645;C00140,row4555,244.079111941495,44.3915042877197,0.0004901184545226,4.460227317113566,M244.079112T44.3915,N-Acetyl-D-glucosamine,N-Acetyl-D-glucosamine
726,row4556,E1309,row4523_M+H[1+];row4556_M(C13)+H[1+],C00214,row4556,244.099176462507,474.673065185547,0.9271068697208512,0.1784027234763245,M244.099176T474.6731_2,Thymidine,Thymidine
727,row4574,E824,row2813_M+H[1+];row3387_M+Na[1+];row4574_M+HCOONa[1+],C00499,row4574,245.048704492311,37.6577796936035,0.1057902485909865,-2.2186978629504432,M245.048704T37.6578_2,Allantoate; Allantoic acid,Allantoate
728,row4578,E1321,row4578_M+H[1+];row5240_M+Na[1+],C00299,row4578,245.076941865372,82.1611671447754,0.2589912528037408,-1.6396863827996395,M245.076942T82.1612,Uridine,Uridine
729,row4579,E1323,row4579_M+H[1+];row4609_M(C13)+H[1+],C00120,row4579,245.093534191719,474.638473510742,0.8913628206719814,-0.2614136382120292,M245.093534T474.6385,Biotin; D-Biotin; Vitamin H; Coenzyme R,Biotin
730,row4585,E365,row4585_M+H[1+],CE5869,row4585,245.174863481212,444.382431030273,0.1596746897604581,-1.967057024716548,M245.174863T444.3824,lysyl-proline,lysyl-proline
731,row4604,E1179,row4003_M[1+];row4604_M+Na[1+];row6099_M+HCOONa[1+],C05645,row4604,246.037164835685,392.181932485352,0.471262222173607,-1.132949823633074,M246.037165T392.1819,"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate","4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate"
732,row4609,E1323,row4579_M+H[1+];row4609_M(C13)+H[1+],C00120,row4609,246.096652193024,474.622787475586,0.9803864025349184,0.0478994346803101,M246.096652T474.6228_3,Biotin; D-Biotin; Vitamin H; Coenzyme R,Biotin
733,row4628,E1334,row4628_M+H[1+],C00235;C00129,row4628,247.011198984239,766.691772460938,0.9165789778275872,0.2057304792557376,M247.011199T766.6918,Dimethylallyl diphosphate,Dimethylallyl diphosphate
733,row4628,E1334,row4628_M+H[1+],C00235;C00129,row4628,247.011198984239,766.691772460938,0.9165789778275872,0.2057304792557376,M247.011199T766.6918,Isopentenyl diphosphate,Isopentenyl diphosphate
