massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1967	282.29582	582.7009888	0.000217356	4.892095466	M282.29582T582.701_5
row1968	282.3268282	582.7059937	0.249568501	1.678241759	M282.326828T582.706_6
row1969	282.4078097	582.7095337	0.000383317	4.635182402	M282.40781T582.7095_8
row1970	282.8236642	40.9603653	0.115395988	2.172104178	M282.823664T40.9604
row1971	282.8835213	765.6016235	0.245441322	1.69456209	M282.883521T765.6016_1
row1972	283.0076574	293.1707458	0.001671985	-4.071408142	M283.007657T293.1707
row1973	283.1669784	542.0393066	0.970985409	-0.067301861	M283.166978T542.0393
row1974	283.2056536	551.1330261	0.030178489	2.874117571	M283.205654T551.133_1
row1975	283.2631625	551.1605225	0.000133292	5.097339602	M283.263163T551.1605_2
row1976	283.2824037	582.7047729	0.000208809	4.917677014	M283.282404T582.7048_3
row1977	283.2824076	597.114563	0.007587435	3.485764267	M283.282408T597.1146
row1978	283.4118029	582.7057495	0.000208809	4.90706943	M283.411803T582.7057_4
row1979	283.9121806	772.8561401	0.261054599	-1.64739803	M283.912181T772.8561
row1980	283.9471023	216.6535645	0.005803419	-3.588570872	M283.947102T216.6536_1
row1981	283.9835498	216.7029877	0.152623543	-2.011576504	M283.98355T216.703_2
row1982	284.01035	293.1846924	0.008464589	-3.443479642	M284.01035T293.1847
row1983	284.1396961	569.458252	0.108748738	2.213433633	M284.139696T569.4583_2
row1984	284.1609914	590.0250854	0.244899947	-1.696584959	M284.160991T590.0251
row1985	284.2664731	551.1730652	0.000201241	4.946863391	M284.266473T551.1731_2
row1986	284.285759	582.6997681	0.000278831	4.795623939	M284.285759T582.6998
row1987	284.2934862	597.4364929	0.001069101	4.234625342	M284.293486T597.4365_1
row1988	284.4248092	597.3098755	0.002354743	3.930632392	M284.424809T597.3099_3
row1989	284.6766488	569.458252	0.582379168	-0.909512098	M284.676649T569.4583_3
row1990	284.6873157	264.2531128	0.066464422	-2.47804437	M284.687316T264.2531
row1991	284.8209085	40.91134262	0.474782247	1.117169619	M284.820908T40.9113_1
row1992	284.8910412	774.4992371	0.84586995	-0.353809141	M284.891041T774.4992
row1993	284.9102569	39.9012146	0.296716845	1.541196227	M284.910257T39.9012
row1994	285.0056178	293.1848755	0.001872822	-4.017301255	M285.005618T293.1849
row1995	285.0819541	33.60950089	0.380282663	1.3244708	M285.081954T33.6095
row1996	285.1028464	491.0391235	0.003239955	3.822839369	M285.102846T491.0391
row1997	285.1698833	541.1999512	0.038189223	2.761981112	M285.169883T541.2
row1998	285.1780984	569.458252	0.689964916	-0.685166628	M285.178098T569.4583_5
row1999	285.2696557	551.1321106	0.028488794	2.900791548	M285.269656T551.1321
row2000	285.297628	597.4206543	0.000939925	4.300913385	M285.297628T597.4207
row2001	285.2891197	582.6955566	0.008464589	3.444039295	M285.28912T582.6956
row2002	285.6387294	569.4533691	0.883873809	0.278091346	M285.638729T569.4534_1
row2003	285.6575845	569.458252	0.001245278	-4.176559036	M285.657585T569.4583_2
row2004	285.862485	774.538208	0.372434451	-1.342124061	M285.862485T774.5382
row2005	285.907957	773.0808411	0.885840915	-0.270836306	M285.907957T773.0808
row2006	286.0008132	50.36188698	0.232971135	1.736611674	M286.000813T50.3619
row2007	286.0085545	293.1824493	0.001980846	-3.99729988	M286.008555T293.1824
row2008	286.3014493	597.4692993	0.009312143	3.397646711	M286.301449T597.4693
row2009	286.8827945	760.328064	0.027339754	2.917647319	M286.882795T760.3281
row2010	286.9073662	39.88845444	0.332858565	1.435940563	M286.907366T39.8885
row2011	286.9320221	60.57421303	0.510143945	-1.044511571	M286.932022T60.5742
row2012	287.0308884	408.4070435	0.914507464	-0.211565406	M287.030888T408.407
row2013	287.1321644	559.5579834	0.974144611	0.057494423	M287.132164T559.558_2
row2014	287.1617578	469.6583252	0.163457544	1.967475429	M287.161758T469.6583
row2015	287.8596193	774.5743408	0.929057095	-0.169750635	M287.859619T774.5743_1
row2016	287.8887977	765.5287476	0.36433429	1.364633913	M287.888798T765.5287
row2017	288.0291111	27.24928474	0.999110895	0.00142511	M288.029111T27.2493
row2018	288.0654714	775.0275879	0.196678982	1.846776372	M288.065471T775.0276_2
row2019	288.1403908	573.5045776	0.959253059	0.092520081	M288.140391T573.5046_2
row2020	288.6333598	559.7575073	0.847839214	-0.348092171	M288.63336T559.7575_1
row2021	288.6887743	615.0309448	0.272638635	-1.608477055	M288.688774T615.0309
row2022	288.8415333	774.5918579	0.601283464	0.871705166	M288.841533T774.5919
row2023	288.9305084	764.6443481	0.776940013	0.498939402	M288.930508T764.6443
row2024	289.0580433	404.6509399	0.40183831	-1.271276236	M289.058043T404.6509_1
row2025	289.1537152	559.8764038	0.235772817	-1.726060441	M289.153715T559.8764_4
row2026	289.1923482	591.1670837	0.336251467	1.427978682	M289.192348T591.1671
row2027	289.6307772	559.5723267	0.861174702	-0.324474082	M289.630777T559.5723_1
row2028	289.6413986	573.4848938	0.861446513	-0.322816985	M289.641399T573.4849_2
row2029	289.6687919	559.9922485	0.633051729	-0.809234624	M289.668792T559.9922_3
row2030	289.6935215	590.9627991	0.560740716	0.948754403	M289.693522T590.9628
row2031	289.8493838	774.4301758	0.207769282	-1.81029784	M289.849384T774.4302
row2032	289.9044954	5.568388462	0.105819978	2.230525663	M289.904495T5.5684
row2033	289.9044956	28.3865633	0.652944192	-0.769880567	M289.904496T28.3866
row2034	290.1325356	559.5579834	0.820962763	-0.404879472	M290.132536T559.558_4
row2035	290.1430954	573.482666	0.689964916	-0.685408203	M290.143095T573.4827_5
row2036	290.1891767	219.1456909	0.266295654	-1.62799125	M290.189177T219.1457
row2037	290.5234417	219.1162491	0.679522204	-0.710489735	M290.523442T219.1162_1
row2038	290.8385412	774.5459595	0.51474301	1.036121305	M290.838541T774.546
row2039	290.9254087	764.291687	0.327853975	1.450746516	M290.925409T764.2917
row2040	291.1016537	484.4600525	0.510067796	1.046221258	M291.101654T484.4601
row2041	291.1931668	469.6667786	0.713922757	0.635434433	M291.193167T469.6668
row2042	291.8466185	774.3434448	0.110846073	-2.197764419	M291.846619T774.3434
row2043	291.9296493	764.7617188	0.687679379	0.691561698	M291.929649T764.7617
row2044	292.0422939	392.1498718	0.939792117	0.143211438	M292.042294T392.1499_1
row2045	292.0787911	392.1551514	0.725931221	-0.611716819	M292.078791T392.1552_2
row2046	292.1988018	497.0411682	0.3958798	1.285805147	M292.198802T497.0412_2
row2047	292.1966648	469.8021851	0.082541709	2.365045216	M292.196665T469.8022_2
row2048	292.9472874	216.4965057	0.311522757	-1.498007262	M292.947287T216.4965
row2049	292.9616305	764.7357788	0.991874392	0.022779265	M292.961631T764.7358
row2050	293.1747511	477.8535461	0.324537923	1.461461429	M293.174751T477.8535
row2051	293.1908683	206.4801788	0.092079131	-2.305225657	M293.190868T206.4802
row2052	293.283781	599.8275452	0.006306207	3.549916821	M293.283781T599.8275
row2053	293.6925751	206.4944153	0.073273745	-2.427602705	M293.692575T206.4944_1
row2054	293.855063	27.1909008	0.68213644	-0.703882039	M293.855063T27.1909
row2055	293.8550629	6.201136589	0.885743034	0.271668574	M293.855063T6.2011
row2056	293.9413817	48.17124939	0.890492445	-0.262757028	M293.941382T48.1712
row2057	294.1129393	491.0286865	0.001579014	4.097612417	M294.112939T491.0287
row2058	294.1779629	478.0650024	0.207443817	1.811352763	M294.177963T478.065
row2059	294.1938437	206.4956665	0.088601202	-2.324435001	M294.193844T206.4957_2
row2060	294.6440906	569.4581909	0.264147855	-1.636585059	M294.644091T569.4582_1
row2061	294.6703791	591.211853	0.861767803	-0.320527705	M294.670379T591.2119_1
row2062	294.8609769	234.8917236	0.407956223	-1.254973032	M294.860977T234.8917_1
row2063	294.9038313	765.8282471	0.770958554	-0.513806453	M294.903831T765.8282
row2064	294.9389777	38.20912552	0.995448255	-0.011146779	M294.938978T38.2091
row2065	294.9566172	764.6802673	0.627808287	0.819075404	M294.956617T764.6803
row2066	295.0565186	595.8105164	0.22958767	1.745514468	M295.056519T595.8105_1
row2067	295.1175406	474.5697327	0.26186651	1.644615392	M295.117541T474.5697
row2068	295.1459801	569.2878418	0.471425172	-1.127066608	M295.14598T569.2878_2
row2069	295.1668229	521.6776123	0.292105304	1.554966694	M295.166823T521.6776
row2070	295.1917207	595.8720703	0.001809994	4.038085329	M295.191721T595.8721_2
row2071	295.1903231	463.6508942	0.033462795	2.82267174	M295.190323T463.6509
row2072	295.1954426	235.0548706	0.384442307	-1.316591614	M295.195443T235.0549_2
row2073	295.2261801	576.4588623	0.440474914	1.192887451	M295.22618T576.4589
row2074	295.3319282	595.8673096	0.061561979	2.52046774	M295.331928T595.8673_3
row2075	295.5297411	235.0654602	0.42080129	-1.228166369	M295.529741T235.0655_1
row2076	295.642573	569.4556274	0.367682042	-1.354956645	M295.642573T569.4556_1
row2077	295.8640374	235.0559692	0.696139046	-0.670419742	M295.864037T235.056_2
row2078	295.9266747	771.4451904	0.928790162	0.170358805	M295.926675T771.4452
row2079	295.9387039	46.77414703	0.916703245	0.2055226	M295.938704T46.7741
row2080	295.9470264	216.6350403	0.006242238	-3.555432498	M295.947026T216.635
row2081	295.956872	764.8339539	0.213419306	1.791598477	M295.956872T764.834
row2082	296.1799906	604.4805908	0.297333419	-1.538011945	M296.179991T604.4806_2
row2083	296.1975661	595.8604736	0.003426228	3.796963848	M296.197566T595.8605
row2084	296.1936396	463.5924377	0.000698943	4.410726999	M296.19364T463.5924
row2085	296.2195969	481.3131561	0.239456878	1.714497283	M296.219597T481.3132
row2086	296.8990288	765.8266602	0.128728335	2.111252371	M296.899029T765.8267
row2087	296.9432698	38.18940544	0.693781005	-0.677919498	M296.94327T38.1894
row2088	297.0646002	516.9795532	0.001880673	4.014735297	M297.0646T516.9796
row2089	297.0645666	466.5924377	0.162227895	1.971838443	M297.064567T466.5924
row2090	297.1116391	491.0286865	0.103967933	2.239899456	M297.111639T491.0287
row2091	297.1466947	568.5943909	0.209592762	1.804274692	M297.146695T568.5944_2
row2092	297.2007816	595.8299561	0.003380399	3.806708382	M297.200782T595.83
row2093	297.2229899	481.3374023	0.044540148	2.689542757	M297.22299T481.3374
row2094	297.2423538	600.5275574	0.606722201	0.861234446	M297.242354T600.5276
row2095	297.2423826	613.1405945	0.750206189	0.562767144	M297.242383T613.1406
row2096	297.2403707	565.9136658	0.006229574	3.558646283	M297.240371T565.9137
row2097	297.648633	563.6381836	0.113924771	2.180302734	M297.648633T563.6382_1
row2098	297.9276401	772.3539429	0.863719984	-0.31346618	M297.92764T772.3539
row2099	297.9626943	216.5423126	0.015472179	-3.166422105	M297.962694T216.5423
row2100	298.245731	600.5704651	0.844075937	0.358832914	M298.245731T600.5705
row2101	298.8703133	774.977356	0.939792117	-0.144207543	M298.870313T774.9774
row2102	298.9552906	216.6197968	0.05804463	-2.54853632	M298.955291T216.6198_1
row2103	299.1616922	498.8093872	0.155947294	1.996691447	M299.161692T498.8094
row2104	299.1856484	541.1505127	0.002009763	3.992222374	M299.185648T541.1505_1
row2105	299.1872765	595.5846558	0.040718342	2.731462264	M299.187277T595.5847
row2106	299.2579934	561.9885254	0.841091839	0.365696714	M299.257993T561.9885
row2107	299.8781098	774.0018311	0.385805154	-1.311489393	M299.87811T774.0018
row2108	300.2313267	490.9898376	0.007619358	3.483437781	M300.231327T490.9898
row2109	300.2896513	576.2928162	0.012548539	3.254292868	M300.289651T576.2928_2
row2110	300.7003978	227.9165802	0.381589606	-1.322246449	M300.700398T227.9166_2
row2111	300.8673375	774.9526367	0.6812735	0.70674635	M300.867338T774.9526
row2112	300.8859631	772.446106	0.535753656	-0.997473379	M300.885963T772.4461
row2113	301.1409613	597.4702148	0.451706878	-1.171008695	M301.140961T597.4702
row2114	301.1410788	37.7106781	0.571447171	-0.926760122	M301.141079T37.7107
row2115	301.2018185	227.8869019	0.24322557	-1.701812176	M301.201819T227.8869_4
row2116	301.7031603	227.9121246	0.459392495	-1.155561002	M301.70316T227.9121
row2117	301.875372	774.2034302	0.719445658	-0.623227285	M301.875372T774.2034
row2118	301.9031375	216.5024872	0.146937906	-2.037798313	M301.903138T216.5025_1
row2119	302.001792	517.0066528	0.653913328	0.766891085	M302.001792T517.0067_1
row2120	302.0447885	4.845595837	0.313666585	-1.493189663	M302.044788T4.8456
row2121	302.0447592	27.11694145	0.691593877	-0.682410333	M302.044759T27.1169
row2122	302.1444926	37.65706253	0.411883051	-1.247506049	M302.144493T37.6571
row2123	302.2453509	598.5328674	0.017579883	3.109793723	M302.245351T598.5329
row2124	302.3053309	483.2208252	0.004160963	3.719686097	M302.305331T483.2208_2
row2125	303.0272016	33.57165527	0.341995831	1.414951772	M303.027202T33.5717_1
row2126	303.0526089	767.5906982	0.327853975	1.450362652	M303.052609T767.5907
row2127	303.2159206	586.4778442	0.000100851	5.258279649	M303.215921T586.4778
row2128	303.304082	617.2080078	0.662243357	0.744847282	M303.304082T617.208
row2129	303.3087444	483.2022705	0.002280843	3.943919308	M303.308744T483.2023
row2130	303.8837243	5.67636013	0.948144664	-0.121402036	M303.883724T5.6764
row2131	303.8837244	28.20924091	0.561403688	0.947307457	M303.883724T28.2092
row2132	304.0282351	33.56422043	0.344877582	1.409235086	M304.028235T33.5642_1
row2133	304.0967863	404.5865173	0.851375151	-0.342230338	M304.096786T404.5865
row2134	304.1169231	582.6975362	0.016627385	3.135432225	M304.116923T582.6975_1
row2135	304.2266561	483.2502899	0.168986094	-1.946300773	M304.226656T483.2503
row2136	304.2610072	597.8831482	0.004576319	3.6746626	M304.261007T597.8831
row2137	304.2609266	582.6962585	0.006371149	3.546131643	M304.260927T582.6963_2
row2138	304.404947	582.6981201	0.009656742	3.38115081	M304.404947T582.6981_3
row2139	304.9280101	771.7994995	0.474543495	-1.118359494	M304.92801T771.7995
row2140	305.0271439	33.5682106	0.309131734	1.506486098	M305.027144T33.5682
row2141	305.0570184	36.55080032	0.758280705	0.541654236	M305.057018T36.5508_2
row2142	305.1989211	223.0138855	0.325738351	-1.457678359	M305.198921T223.0139_2
row2143	305.211108	541.4171143	0.015215735	3.175453783	M305.211108T541.4171
row2144	305.2296152	483.2672119	0.974037326	-0.058084631	M305.229615T483.2672
row2145	305.2453386	38.07123947	0.579583297	0.91484244	M305.245339T38.0712
row2146	305.2642878	582.6931152	0.00593819	3.580268744	M305.264288T582.6931
row2147	305.264361	597.9675598	0.005580663	3.606033475	M305.264361T597.9676
row2148	305.8992228	765.256958	0.084534949	2.351914534	M305.899223T765.257
row2149	306.0912782	530.8266602	0.616666736	0.839267813	M306.091278T530.8267
row2150	306.1518645	569.458252	0.36433429	-1.363853482	M306.151865T569.4583
row2151	306.2139771	541.1830444	0.042838362	2.706161363	M306.213977T541.183
row2152	306.2677901	582.6824646	0.010632129	3.333483552	M306.26779T582.6825
row2153	306.2734803	597.5458984	0.007828723	3.473349616	M306.27348T597.5459_2
row2154	306.6536656	569.3258362	0.635859124	-0.803374861	M306.653666T569.3258_1
row2155	306.9409386	764.6774902	0.122965347	2.13828213	M306.940939T764.6775_1
row2156	307.0964644	424.3493652	0.513739495	-1.038730117	M307.096464T424.3494
row2157	307.149382	569.0145874	0.28978912	-1.561761084	M307.149382T569.0146_2
row2158	307.2800356	597.5353088	0.006296543	3.551222634	M307.280036T597.5353
row2159	308.0998051	424.3712158	0.054756281	-2.58260743	M308.099805T424.3712
row2160	308.1289655	491.0286865	0.007447758	3.495378189	M308.128966T491.0287
row2161	308.878529	774.3912354	0.746048086	-0.570393358	M308.878529T774.3912
row2162	308.9359359	764.3121033	0.412361505	1.246469576	M308.935936T764.3121
row2163	309.0644712	433.3204651	0.923092535	-0.184667324	M309.064471T433.3205
row2164	309.3264163	522.9628601	0.349861655	1.396235299	M309.326416T522.9629
row2165	309.9072077	773.5332336	0.676850927	-0.716264592	M309.907208T773.5332
row2166	309.9361258	764.5355835	0.430228678	1.21196923	M309.936126T764.5356_1
row2167	310.0893897	392.0937805	0.806593762	-0.434794957	M310.08939T392.0938
row2168	310.1693915	595.8363342	0.133980302	2.090278382	M310.169391T595.8363_1
row2169	310.3103688	599.8020325	0.009115515	3.405483546	M310.310369T599.802_1
row2170	310.6709514	573.8408203	0.86298042	-0.315720984	M310.670951T573.8408
row2171	310.9130018	38.20912552	0.23401037	-1.733842109	M310.913002T38.2091_1
row2172	311.0801891	466.7078094	0.272638635	1.610025705	M311.080189T466.7078
row2173	311.1667442	765.3834229	0.004786232	3.658383325	M311.166744T765.3834
row2174	311.1853147	456.7588501	0.272618714	-1.610965758	M311.185315T456.7589
row2175	311.3137624	599.8004761	0.011067592	3.306713582	M311.313762T599.8005_3
row2176	311.6788523	588.8382568	0.056987232	-2.559455358	M311.678852T588.8383
row2177	311.9528969	216.5523453	0.322695915	-1.468625485	M311.952897T216.5523
row2178	312.3170792	599.8598022	0.013411517	3.228732933	M312.317079T599.8598
row2179	312.3261386	614.8996887	0.327910226	1.449187505	M312.326139T614.8997
row2180	312.3624893	525.4399109	0.810281189	-0.425294056	M312.362489T525.4399
row2181	313.0547482	595.875946	0.046610789	2.66736234	M313.054748T595.8759_1
row2182	313.0958006	251.0637894	0.86218183	0.318127701	M313.095801T251.0638
row2183	313.167097	595.8720703	0.011730399	3.284842348	M313.167097T595.8721_2
row2184	313.1984859	461.480072	0.323289192	1.466956673	M313.198486T461.4801
row2185	313.2049314	595.8547974	0.196441017	1.847661965	M313.204931T595.8548_3
row2186	313.3294774	614.9259338	0.252075255	1.671170335	M313.329477T614.9259
row2187	313.3554884	595.868927	0.051429809	2.614212563	M313.355488T595.8689_4
row2188	313.9228	55.3497467	0.844075937	-0.3603456	M313.9228T55.3497_2
row2189	314.0299219	569.458252	0.993710284	-0.018860506	M314.029922T569.4583
row2190	314.170677	595.8775635	0.034880711	2.805761115	M314.170677T595.8776_1
row2191	314.1750431	276.9878235	0.84823019	-0.346647465	M314.175043T276.9878
row2192	314.2083043	595.8709106	0.207443817	1.811644923	M314.208304T595.8709_2
row2193	314.3417451	528.3196106	0.330815055	1.443300205	M314.341745T528.3196
row2194	315.1625973	595.8743286	0.011067592	3.307629294	M315.162597T595.8743_1
row2195	315.2108166	595.8354492	0.022543626	3.00059286	M315.210817T595.8354_2
row2196	315.7056834	212.2368011	0.292843678	-1.553069013	M315.705683T212.2368_1
row2197	316.1556616	219.1404877	0.332255084	-1.437783408	M316.155662T219.1405_2
row2198	316.16583	595.5836792	0.032309108	2.83915136	M316.16583T595.5837_1
row2199	316.1925559	219.1523209	0.696139046	0.670264969	M316.192556T219.1523_3
row2200	316.2118096	219.1559753	0.525885672	1.015996747	M316.21181T219.156_4
row2201	316.2261848	480.8237	0.132739788	2.094806122	M316.226185T480.8237
row2202	316.2315544	219.1503143	0.800861338	-0.445970778	M316.231554T219.1503_5
row2203	316.2688653	219.1503143	0.917502073	-0.201110647	M316.268865T219.1503_6
row2204	316.3643345	219.1562881	0.751057794	0.556047452	M316.364335T219.1563_7
row2205	317.0318508	768.2351685	0.875638614	-0.291395597	M317.031851T768.2352
row2206	317.1600365	595.8286743	0.005738947	3.593546136	M317.160036T595.8287_1
row2207	317.1962403	541.1395264	0.122069143	2.142034572	M317.19624T541.1395
row2208	317.1977564	595.980835	0.304228361	1.518984583	M317.197756T595.9808_2
row2209	317.2152132	219.1545258	0.542157365	0.983854985	M317.215213T219.1545_2
row2210	317.2216888	660.0112915	0.963379167	-0.08390885	M317.221689T660.0113_2
row2211	317.2296733	480.8327942	0.096448384	2.277059184	M317.229673T480.8328_1
row2212	317.2387263	490.4768296	0.001872822	4.018487051	M317.238726T490.4768_1
row2213	317.7800443	490.9986572	0.114580447	2.176108632	M317.780044T490.9987_1
row2214	317.9005446	34.22471619	0.051123636	2.620507499	M317.900545T34.2247
row2215	318.0759797	404.610199	0.734695739	-0.594004052	M318.07598T404.6102
row2216	318.0875999	490.4781647	0.000845514	4.335022656	M318.0876T490.4782_2
row2217	318.1183552	517.0233459	0.791963659	-0.469201916	M318.118355T517.0233
row2218	318.1254698	490.4768372	0.04192287	2.716462151	M318.12547T490.4768_3
row2219	318.1835798	491.0285034	0.685377013	0.698138873	M318.18358T491.0285_3
row2220	318.1991321	541.095808	0.442918609	1.188169371	M318.199132T541.0958
row2221	318.2218164	490.4696045	0.024401056	2.967039928	M318.221816T490.4696_4
row2222	318.21763	219.1521835	0.558265027	0.95492467	M318.21763T219.1522
row2223	318.2419589	490.4748535	0.002133185	3.966476785	M318.241959T490.4749_5
row2224	318.2318903	607.7473755	0.954030084	-0.106452421	M318.23189T607.7474
row2225	318.2619781	490.4735413	0.000395017	4.60886096	M318.261978T490.4735_6
row2226	318.2790692	422.6929169	0.995448255	-0.008999731	M318.279069T422.6929_2
row2227	318.3002613	491.022644	0.015866792	3.154835394	M318.300261T491.0226_5
row2228	318.3595082	491.0064545	0.017857537	3.10365046	M318.359508T491.0065_6
row2229	318.3962482	490.4768372	0.001671985	4.070249944	M318.396248T490.4768_9
row2230	318.7045777	490.4871216	0.007038496	3.513338951	M318.704578T490.4871_2
row2231	318.9832222	40.91073608	0.995448255	-0.008760711	M318.983222T40.9107
row2232	319.0347612	185.7349091	0.029719051	2.884069367	M319.034761T185.7349
row2233	319.09052	490.4842834	0.012135275	3.271855798	M319.09052T490.4843_3
row2234	319.1928196	586.5848083	0.0001307	5.116902125	M319.19282T586.5848
row2235	319.1931944	692.7913208	0.556110245	0.959448348	M319.193194T692.7913
row2236	319.1933683	731.7684631	0.861767803	-0.320642314	M319.193368T731.7685
row2237	319.1933499	669.9451294	0.286863186	-1.567714924	M319.19335T669.9451
row2238	319.2195846	219.1417236	0.769161896	0.519825719	M319.219585T219.1417_2
row2239	319.2452902	490.4730225	0.002130885	3.969260831	M319.24529T490.473_6
row2240	319.2650258	490.4855957	7.85e-05	5.447298528	M319.265026T490.4856_7
row2241	319.2825581	422.7178345	0.786041193	-0.478100089	M319.282558T422.7178
row2242	319.2992212	604.4179077	0.3958798	1.285598539	M319.299221T604.4179_6
row2243	319.4002369	490.4758378	0.001671985	4.075146872	M319.400237T490.4758_8
row2244	319.9385179	37.23836136	0.052354367	2.604173234	M319.938518T37.2384
row2245	320.0827068	44.05573463	0.208777245	-1.807725656	M320.082707T44.0557
row2246	320.0916622	283.7171936	0.073096214	-2.42934991	M320.091662T283.7172
row2247	320.1972574	731.8325806	0.604566603	0.865669129	M320.197257T731.8326
row2248	320.1970283	692.7423096	0.183057693	1.892344835	M320.197028T692.7423
row2249	320.1970568	586.5706787	0.000133292	5.104430101	M320.197057T586.5707
row2250	320.2483128	490.4736023	0.002687177	3.887229078	M320.248313T490.4736
row2251	320.9566202	764.2554321	0.917417458	0.203037502	M320.95662T764.2554
row2252	321.0538228	599.4231873	0.000386882	4.622159117	M321.053823T599.4232_1
row2253	321.0647101	517.0059509	0.228618734	1.748818917	M321.06471T517.006_1
row2254	321.200807	586.6054577	7.85e-05	5.412326502	M321.200807T586.6055_1
row2255	321.2016188	266.651123	0.806257786	-0.435725593	M321.201619T266.6511_4
row2256	321.2089695	599.4546509	9.02e-05	5.333415004	M321.20897T599.4547_2
row2257	321.2091832	718.5120239	0.000309901	4.746019026	M321.209183T718.512
row2258	321.227435	586.6719971	0.00338826	3.804386866	M321.227435T586.672_2
row2259	321.3152605	617.1994629	0.462223809	1.148156532	M321.315261T617.1995
row2260	321.3660555	599.3933716	0.000309901	4.749217779	M321.366056T599.3934_3
row2261	322.2132373	599.4459839	0.000106335	5.23566925	M322.213237T599.446
row2262	322.2129358	718.5294189	0.009656742	3.379972777	M322.212936T718.5294
row2263	322.2299109	586.5984497	0.025507755	2.947004769	M322.229911T586.5984
row2264	322.3186116	617.1978455	0.516406348	1.032509234	M322.318612T617.1978
row2265	322.6309952	572.9795532	0.3958798	-1.287157811	M322.630995T572.9796_1
row2266	322.9515576	764.3032227	0.680547856	0.708238433	M322.951558T764.3032
row2267	323.0677732	613.7659302	0.680547856	0.70823837	M323.067773T613.7659_1
row2268	323.0801564	412.1317139	0.188080793	1.87443669	M323.080156T412.1317
row2269	323.0912251	400.415863	0.796859868	-0.456537063	M323.091225T400.4159
row2270	323.1871701	586.5757446	0.000138223	5.076054386	M323.18717T586.5757
row2271	323.2252359	613.9452515	0.36514901	1.360600409	M323.225236T613.9453_2
row2272	323.2165564	599.4165649	0.000195899	4.970927049	M323.216556T599.4166_1
row2273	323.2430307	599.4829407	7.85e-05	5.54535988	M323.243031T599.4829_2
row2274	323.2558449	551.183136	0.000316587	4.70908932	M323.255845T551.1831
row2275	323.3833046	613.77771	0.975061911	-0.056062583	M323.383305T613.7777_3
row2276	323.9517782	764.3702393	0.811083917	0.422239343	M323.951778T764.3702
row2277	324.1906753	586.1716919	0.000633582	4.445779497	M324.190675T586.1717
row2278	324.2169074	32.82200623	0.923243263	0.183327578	M324.216907T32.822
row2279	324.2169053	5.550856829	0.84578708	-0.354739845	M324.216905T5.5509
row2280	324.2289718	613.9488525	0.372434451	1.341636852	M324.228972T613.9489
row2281	324.2507747	519.6941223	0.26186651	-1.64517898	M324.250775T519.6941
row2282	325.1624656	541.1881104	0.043769014	2.697093138	M325.162466T541.1881
row2283	325.1846861	461.6087952	0.615903659	0.841517373	M325.184686T461.6088
row2284	325.2027895	599.5090942	7.85e-05	5.491765759	M325.202789T599.5091
row2285	325.2009429	480.7983398	0.054240844	2.586918032	M325.200943T480.7983
row2286	325.2204473	30.34026241	0.716776594	-0.628811464	M325.220447T30.3403
row2287	325.2204191	5.60759274	0.86298042	-0.315884595	M325.220419T5.6076
row2288	325.22036	516.9522095	0.007450635	3.494411105	M325.22036T516.9522
row2289	325.2322638	613.782959	0.54422844	0.980461773	M325.232264T613.783
row2290	326.1606507	529.2437439	0.005953148	3.576712611	M326.160651T529.2437
row2291	326.204862	480.9227905	0.072661944	2.432845428	M326.204862T480.9228
row2292	326.206247	599.5834351	0.010372375	3.35028286	M326.206247T599.5834
row2293	326.6966229	569.2531433	0.825497836	0.397592744	M326.696623T569.2531
row2294	326.9878606	216.5423126	0.88439382	-0.276922875	M326.987861T216.5423
row2295	327.0153357	40.43988419	0.825715136	-0.394662893	M327.015336T40.4399
row2296	327.0601813	595.6974487	0.252075255	1.671164573	M327.060181T595.6974_1
row2297	327.0781124	494.5832825	0.031027714	2.862194106	M327.078112T494.5833
row2298	327.1478373	604.4230957	0.653913328	0.766478362	M327.147837T604.4231
row2299	327.19296	541.0869751	0.038642848	2.757430177	M327.19296T541.087
row2300	327.2205817	595.8712769	0.166243336	1.95695495	M327.220582T595.8713_3
row2301	327.2167212	683.7160645	0.398914559	-1.277750775	M327.216721T683.7161
row2302	327.3367643	582.7152405	0.742041923	0.580158463	M327.336764T582.7152
row2303	327.3369693	529.5455322	0.67168286	-0.728275592	M327.336969T529.5455
row2304	327.3816218	595.7349854	0.081430597	2.373088693	M327.381622T595.735_4
row2305	328.0603601	250.8336487	0.594820782	-0.882862788	M328.06036T250.8336_1
row2306	328.0603608	237.193718	0.624065908	-0.824452387	M328.060361T237.1937
row2307	328.1802225	595.8775635	0.289142458	1.563204632	M328.180223T595.8776_1
row2308	328.2239162	595.8075867	0.093498478	2.295476704	M328.223916T595.8076_2
row2309	328.3400667	582.7102966	0.840512912	0.368003403	M328.340067T582.7103
row2310	328.7562874	44.17649078	0.011067592	-3.306501071	M328.756287T44.1765
row2311	329.0784212	424.3514099	0.052684637	-2.599099138	M329.078421T424.3514
row2312	329.1131406	450.4004364	0.188625337	1.872588184	M329.113141T450.4004_6
row2313	329.2427063	613.8377686	0.571240463	-0.928096773	M329.242706T613.8378
row2314	329.3526023	597.5145874	0.159727717	1.982412162	M329.352602T597.5146
row2315	329.9893492	62.72141266	0.000939975	-4.293106623	M329.989349T62.7214
